,,,Race & ethnicity,,Nationality,,,,,Occupation,,,,,,Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5,oCba7,Typical illegal immigrant is someone who came from another country wanting some better life in the US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,5btZ4,Typical undocumented immigrant is either educated or working a sustainable job. They are constantly involved in the community and constantly make an effort to be informed of the laws and government. They are especially resourceful. Undocumented immigrants are not much different of my image of immigrants who are documented.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T3,ihvSf,Typically hard working in an effort to support themselves and others.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,6xm9g,"Typically will be well intentioned, not here to leech off of american tax dollars. The majority are likely here to escape an unsafe situation. With that being said, as they are here unlawfully, I cannot support their being here. What I can say is in my experience with illegal immigrants, they are some of the most family oriented, hard working people I've had the pleasure of meeting, and nine times out of ten, if they could have come legally, they would have. While they undoubtably reap the benefits of taxes that they are not paying, they also contribute to a work force that most american citizens would not have any interest in partaking in. Rather than focusing on removing people already here, efforts should be focused on preventing new illegals in.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
T6,R565X,Undocumented immigrants are extremely brave individuals who took severe risks to try and achieve the best life possible for themselves and their family members.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
T2,24MT1,Undocumented immigrants are great people but the inability to tax them puts citizens as a serious disadvantage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T4,Ji2II,"Undocumented immigrants are human and very hardworking, so we should treat them as such",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,vG8jS,"Undocumented immigrants are not bad people, they are just trying to escape difficult situations or look for a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T6,jDafq,"Undocumented immigrants are not those who are violent or lazy or sleazy. If anything, coming to America undocumented, dealing with all the hardships of not having social protections and usually being unable to seek union protections and proper jobs, makes them more resilient than most understand them to be.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,RZkfV,"Undocumented immigrants are often people fleeing from one life to pursue something better for theirselves and their children. They often do so ""illegally"" because the U.S. has created so many obstacles that it's nearly impossible and incredibly inefficient to do so otherwise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
T4,NOQoh,"Undocumented immigrants are people who were fed up of the way their country of orign was(politically, economically, and socially) and they only came to the US to have more rights and opportunities to live a better life.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T4,0DKx3,Undocumented immigrants give effort and major contribution to this country.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
T6,8VZdz,"Undocumented immigrants have broken the law to enter our country. Therefore, they are all criminals. If they bring their children, they have endangered their children and should be separated from them. Rather than corrupt our country, they should attempt to fix their own.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,lYvwZ,Undocumented immigrants have overcome many obstacles to come to the United States and therefore hav veto be intelligent and hardworking.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,o5CxP,Undocumented immigrants must have had no other choice then to move to their new country. There are circumstances that have led to them being undocumented.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,RVGSu,"Undocumented immigrants often started out as legal residents. The process of becoming a citizen is long and arduous, many do not have the privilege and means to withstand the process. Undocumented immigrants are one legal document away from being a legal resident, it does not change who they are as people in any capacity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
T2,m79Pf,Undocumented immigrants should be prosecuted due to the breaking of the law but the same laws should protect them from being deported.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,KaUKv,Usually an undocumented immigrant will take the risk of crossing the border illegally to do work or support a family in some way. Whether they are here to do unlawful work like criminal activity or regular work where they will be making more money in America rather than their own country.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T2,j46o0,Usually families or young parents who are trying to find a better life for them and their family. Usually these immigrants are from 3rd world countries and have to leave due to displacement or high levels of corruption and crime in their country. They probably don't want to leave but have limited choices.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T5,1rYER,usually I think of them being hardworking. many come here with the goal of having a better life so thats what I usually associate them with,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,8G8AW,"usually someone who's come to this country because they're fleeing violence, or looking for economic opportunities that aren't available at home, often to provide for their families",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T3,7hugI,"Usually they are coming to the United States because they have poor opportunities in their home country or are in a dangerous situation. Usually, they tend to be very hardworking and willing to jobs many other Americans do not want to do. Every illegal immigrant I have ever met has been extraordinarily kind and brave.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
T1,dyDDK,Very hard working. Good hearted.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,p7fkl,Very hardworkers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4,9GIkm,"When I hear ""undocumented immigrant"" I think of migrant workers and mom-and-pop kitchen workers",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,VWYTL,When I imagine an illegal immigrant I picture a person of hispanic descent who has illegally immigrated to the US to try and start a better life here.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,FK9N5,"While I have not known many undocumented immigrants to my knowledge, having worked in the restaurant industry in Chicago and Los Angeles you would be hard-pressed to find a more hardworking group of people. It is very easy to demonize those we do not know or come into contact with and if there were not the social stigma associated people would probably recognize that they interact more frequently than they realized. Additionally, an individual existing does not make them illegal. Calling someone illegal is a political dysphemism meant to influence the stupid.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T6,MBZ9t,"While I will certainly not dispute the fact that some immigrants live in US illegally, that provides no base to treat them as they are currently being treated. In a broader sense, many but not all who are currently considered to be US citizens came from other places too. The atrocities the white settlers imposed on Native Americans certainly overshadows anything that undocumented immigrants might do. Undocumented immigrants are not criminals but humans and therefore deserved to be treated like that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
T2,oXfHu,"While undocumented immigrants arrived illegally, they typically commit less crimes per capita than American citizens, and they work low wage jobs. I don't know enough about their education levels to take a side on that question.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,7m1zb,Without thinking about the stereotypes that people have when it comes to illegal immigrants they are actually very hardworking and honest people. Who only want to be able to provide for their families and give their kids a better future than the one that they had.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T3,03PMg,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,OUYck,"Accidentally messed up the scale for Honest, Responsible, and Immoral. I wanted to mark two right of center for honest and one right of center for responsible and immoral to indicate I agree those terms apply to a degree.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,hwf4k,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,yPs5I,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5,JWK2j,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,6bJw9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6,WGEhb,Previous question was unclear. You were asking how our society feels like those words apply to undocumented immigrants or how I feel like?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
