,StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q31,Q32_1,Q32_2,Q34,Q35,Q2.1_1,Q2.1_2,Q2.1_3,Q2.1_4,Q2.1_5,Q2.1_6,Q2.1_7,Q2.1_8,Q2.1_9,Q2.1_10,Q2.1_DO,Q3.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.2_DO,Q3.2,Q4,Q5,Q5_3_TEXT,Q6,Q7,Q8,Q8_4_TEXT,Q9,Q10,Q11,Q12,FL_35_DO
,11/17/20 22:10,11/17/20 22:12,100,129,TRUE,11/17/20 22:12,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/17/20,,,,,,,,,,,,,2,2,4,4,2,4,4,4,2,2,Uneducated|Loyal|Violent|Responsible|Honest|Hardworking|Intelligent|Unlawful|Lazy|Immoral,They are poor people from dangerous places seeking shelter in US. ,19,Male,,Asian,No,Independent,,Neither,"Moderate, middle of the road",Moderate,Other,C4
,11/17/20 22:43,11/17/20 22:48,100,303,TRUE,11/17/20 22:48,anonymous,EN,,Yes,Yes,,9/25/98,,,,,,,,,,,,,3,5 (very well),3,3,4,2,3,2,3,3,Unlawful|Immoral|Honest|Violent|Responsible|Uneducated|Intelligent|Loyal|Hardworking|Lazy,"I feel as though there is space for them and welcome them, I do however wish they would do something to work towards citizenship. ",22,Male,,White,No,Independent,,Neither,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C4
,11/17/20 23:07,11/17/20 23:09,100,103,TRUE,11/17/20 23:09,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/17/20,,,,,,,,,,,,,2,3,2,2,3,3,1 (not well at all),1 (not well at all),3,3,Immoral|Responsible|Uneducated|Hardworking|Violent|Loyal|Honest|Intelligent|Unlawful|Lazy,they had no choice to be undocumented. ,21,Female,,Asian,No,Republican,,,Conservative,,Other,C6
,11/18/20 0:43,11/18/20 0:45,100,136,TRUE,11/18/20 0:45,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,,,,,,,,,,,,,3,4,3,1 (not well at all),4,1 (not well at all),1 (not well at all),2,3,4,Lazy|Uneducated|Violent|Hardworking|Honest|Responsible|Intelligent|Loyal|Unlawful|Immoral, a person trying to live a better life in our country,20,Female,,White,No,Democrat,,,Liberal,,I am an immigrant to the USA and a naturalized citizen.,C2
,11/18/20 1:38,11/18/20 1:41,100,200,TRUE,11/18/20 1:41,anonymous,EN,,No,Yes,,11/18/20,4,5 (very well),1 (not well at all),2,4,3,1 (not well at all),1 (not well at all),4,5 (very well),Uneducated|Responsible|Lazy|Violent|Immoral|Intelligent|Honest|Loyal|Hardworking|Unlawful,"I am a rule follower and would prefer if everyone just followed the law. However, I completely understand why people immigrate to the United States. I can only imagine how terrible it would be in your own country that you feel the need to come to a foreign country, perhaps not even knowing the language, leaving your family just so you can live a better life. That is hard and if someone feels that is their only option, who am I to judge them for coming over. I think the government should either fix the problem at the origin or find a faster easier way to get a visa/green card, etc. ",,,,,,,,,,,,,19,Female,,,No,Independent,,Neither,"Moderate, middle of the road",Moderate,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C1
,11/18/20 6:21,11/18/20 6:24,100,195,TRUE,11/18/20 6:24,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,4,5 (very well),1 (not well at all),1 (not well at all),4,3,1 (not well at all),1 (not well at all),3,5 (very well),Hardworking|Responsible|Unlawful|Intelligent|Immoral|Violent|Lazy|Loyal|Uneducated|Honest,"First, I would not define them as illegal but rather undocumented. Second, I view them simply as individuals seeking better lives for themselves and their families. They are brave, hardworking and honest.",,,,,,,,,,,,,21,Female,,Other,Yes,Democrat,,,Extremely liberal,,"I was born in the USA, but at least one of my parents is an immigrant",C3
,11/18/20 7:23,11/18/20 7:26,100,205,TRUE,11/18/20 7:26,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,1 (not well at all),3,5 (very well),4,3,2,4,5 (very well),1 (not well at all),1 (not well at all),Hardworking|Unlawful|Responsible|Loyal|Lazy|Honest|Uneducated|Intelligent|Immoral|Violent,A criminal and a freeloader.,,,,,,,,,,,,,29,Male,,White,No,Independent,,Closer to Republican Party,Slightly conservative,,"My parents, grandparents and I were all born in the USA.",C5
,11/18/20 8:00,11/18/20 8:01,100,79,TRUE,11/18/20 8:01,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/02,,,,,,,,,,,,,3,5 (very well),5 (very well),1 (not well at all),4,2,1 (not well at all),5 (very well),3,5 (very well),Hardworking|Responsible|Violent|Unlawful|Honest|Lazy|Intelligent|Immoral|Uneducated|Loyal,Hardworking people but have broken the law,18,Male,,Asian,No,Independent,,Closer to Democratic Party,Slightly liberal,,Other,C6
,11/18/20 8:55,11/18/20 8:58,100,224,TRUE,11/18/20 8:58,anonymous,EN,"I consent to the processing of my personal information for the purpose of research as set forth in this online Consent Notice. I understand that I may withdraw my consent at any time, but doing so will not affect the processing of my personal information before my withdrawal of consent.",Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,4,5 (very well),1 (not well at all),1 (not well at all),3,2,1 (not well at all),1 (not well at all),4,5 (very well),Violent|Intelligent|Immoral|Unlawful|Lazy|Loyal|Honest|Uneducated|Responsible|Hardworking,"I think the typical illegal immigrant is very hardworking, honest, and loyal because they are coming here to try and build a better life. They understand that it is going to take hard work and determination and still they are willing to risk everything to start again.",,,,,,,,,,,,,19,Female,,White,No,Independent,,Closer to Democratic Party,Slightly liberal,,"My parents, grandparents and I were all born in the USA.",C3
,11/18/20 9:00,11/18/20 9:08,100,440,TRUE,11/18/20 9:08,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,,,,,,,,,,,,,3,3,3,3,4,2,2,2,3,3,Lazy|Responsible|Immoral|Honest|Intelligent|Hardworking|Unlawful|Uneducated|Loyal|Violent,they are all different,22,Male,,Asian,No,Independent,,Neither,"Moderate, middle of the road",Moderate,Other,C2
,11/18/20 9:40,11/18/20 9:43,100,197,TRUE,11/18/20 9:43,anonymous,EN,,,,,11/18/20,4,5 (very well),2,1 (not well at all),5 (very well),1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Lazy|Hardworking|Intelligent|Unlawful|Immoral|Uneducated|Honest|Loyal|Responsible|Violent,"Immigrants will take extraordinary measures to escape poor or dangerous conditions in their home countries to make a better life for themselves and their families despite the risks, which I believe is admirable. The U.S. should make the immigration process more accessible so people do not have to enter this country illegally.",,,,,,,,,,,,,19,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C1
,11/18/20 9:46,11/18/20 9:48,100,144,TRUE,11/18/20 9:48,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,,,,,,,,,,,,,5 (very well),5 (very well),1 (not well at all),1 (not well at all),4,1 (not well at all),1 (not well at all),1 (not well at all),5 (very well),5 (very well),Uneducated|Intelligent|Violent|Lazy|Immoral|Honest|Unlawful|Loyal|Responsible|Hardworking,The only people that should be considered illegal here are the people who stole the lands from the Native Peoples without permission. Undocumented immigrants are unjustly treated and are incredibly important to the success of this nation,20,Female,,White,No,Democrat,,,Extremely liberal,,"My parents, grandparents and I were all born in the USA.",C4
,11/18/20 9:48,11/18/20 9:50,100,114,TRUE,11/18/20 9:50,anonymous,EN,,Yes,Yes,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,2,3,2,2,2,2,2,2,3,3,Unlawful|Immoral|Hardworking|Honest|Lazy|Uneducated|Loyal|Violent|Intelligent|Responsible,"There are many different kinds. Some come here in prospects of a better life, others come to make money, and I honestly have no opinoin.",,,,,,,,,,,,,21,Female,,White,No,Republican,,,Slightly conservative,,"I was born in the USA, but at least one of my parents is an immigrant",C5
,11/18/20 9:57,11/18/20 10:01,100,208,TRUE,11/18/20 10:01,anonymous,EN,,,,"I have read and understand the above consent form. I certify that I am 18 years old or older. By clicking this button to enter the survey and filling out the date below, I indicate my willingness to voluntarily take part in this study",11/18/20,,,,,,,,,,,,,3,4,1 (not well at all),1 (not well at all),3,2,1 (not well at all),1 (not well at all),3,3,Unlawful|Responsible|Violent|Immoral|Lazy|Loyal|Intelligent|Hardworking|Uneducated|Honest,"I don't have a single problem with undocumented immigrants. The only reason they exist is because the U.S. has such a stupid immigration system that they didn't have the choice to come legally. Also, a look through at America's foreign policy actions throughout history show that we've created or helped create a lot of the conditions that push immigrants from their home country to ours. ",21,Male,,White,No,Democrat,,,Liberal,,"My parents and I were born in the USA, but at least one of my grandparents was an immigrant.",C6
